1893,-187.5,-76.5,666.1329346,2886391246
1894,-186.5,-76.5,566.239563,2886391246
1895,-185.5,-76.5,456.4789734,2886391246
1896,-184.5,-76.5,461.5910645,2886391246
1897,-183.5,-76.5,448.1964722,2886391246
1898,-182.5,-76.5,455,2886391246
1899,-181.5,-76.5,455,2886391246
1900,-180.5,-76.5,455,2886391246
1901,-179.5,-76.5,581.9577026,2886391246
1902,-178.5,-76.5,589.5930176,2886391246
1903,-177.5,-76.5,566.5297241,2886391246
1904,-176.5,-76.5,564.3727417,2886391246
1905,-175.5,-76.5,529.2770996,2886391246
1906,-174.5,-76.5,525,2886391246
1907,-173.5,-76.5,525,2886391246
1908,-172.5,-76.5,525,2886391246
1909,-171.5,-76.5,452.4846802,2886391246
1910,-170.5,-76.5,458.9361572,2886391246
1911,-169.5,-76.5,466.627594,2886391246
1912,-168.5,-76.5,451.4660339,2886391246
1913,-167.5,-76.5,441.517334,2886391246
1914,-166.5,-76.5,425.7854666,2886391246
1915,-165.5,-76.5,453.429718,2886391246
1916,-164.5,-76.5,480.0406494,2886391246
1917,-163.5,-76.5,566.6384888,2886391246
1918,-162.5,-76.5,566.6384888,2886391246
1919,-161.5,-76.5,752.8149414,2886391246
1920,-160.5,-76.5,735.182312,2886391246
1921,-159.5,-76.5,811.4030151,2886391246
1922,-158.5,-76.5,922.5241089,2886391246
1923,-157.5,-76.5,1090.294312,2886391246
1924,-156.5,-76.5,1090.294312,2886391246
1925,-155.5,-76.5,1037.877075,2886391246
1926,-154.5,-76.5,950.7125854,2886391246
1927,-153.5,-76.5,655.3291626,2886391246
1928,-152.5,-76.5,377.8687439,2886391246
1929,-151.5,-76.5,315,2886391246
1930,-150.5,-76.5,120,2886391246
2027,-53.5,-76.5,200,2886391246
2028,-52.5,-76.5,200,2886391246
2029,-51.5,-76.5,200,2886391246
2030,-50.5,-76.5,200,2886391246
2031,-49.5,-76.5,200,2886391246
2032,-48.5,-76.5,276.8380127,2886391246
2033,-47.5,-76.5,270.6103952,2886391246
2034,-46.5,-76.5,253.3614044,2886391246
2035,-45.5,-76.5,253.3614044,2886391246
2036,-44.5,-76.5,278.9279785,2886391246
2037,-43.5,-76.5,313.0713501,2886391246
2038,-42.5,-76.5,349.3863525,2886391246
2039,-41.5,-76.5,389.7994385,2886391246
2040,-40.5,-76.5,469.588501,2886391246
2041,-39.5,-76.5,540.0615845,2886391246
2042,-38.5,-76.5,710.1082764,2886391246
2043,-37.5,-76.5,836.5585327,2886391246
2044,-36.5,-76.5,911.7033691,2886391246
2045,-35.5,-76.5,545.5482788,2886391246
2046,-34.5,-76.5,560.7391968,2886391246
2047,-33.5,-76.5,570.638916,2886391246
2048,-32.5,-76.5,570.638916,2886391246
2049,-31.5,-76.5,405.1158447,2886391246
2050,-30.5,-76.5,270.6103952,2886391246
2051,-29.5,-76.5,120,2886391246
2052,-28.5,-76.5,110,2886391246
2244,-196.5,-75.5,393.7799377,3095776416
2245,-195.5,-75.5,645.3810425,3095776416
2246,-194.5,-75.5,645.3810425,3095776416
2247,-193.5,-75.5,555,3095776416
2248,-192.5,-75.5,555,3095776416
2249,-191.5,-75.5,555,3095776416
2250,-190.5,-75.5,475,3095776416
2251,-189.5,-75.5,502.8629456,3095776416
2252,-188.5,-75.5,502.8629456,3095776416
2253,-187.5,-75.5,476.9038696,3095776416
2254,-186.5,-75.5,400.1955566,3095776416
2255,-185.5,-75.5,316.5875854,3095776416
2256,-184.5,-75.5,372.0312195,3095776416
2257,-183.5,-75.5,401.529541,3095776416
2258,-182.5,-75.5,455,3095776416
2259,-181.5,-75.5,455,3095776416
2260,-180.5,-75.5,455,3095776416
2261,-179.5,-75.5,500.8348389,3095776416
2262,-178.5,-75.5,553.3485718,3095776416
2263,-177.5,-75.5,566.4891968,3095776416
2264,-176.5,-75.5,581.2969971,3095776416
2265,-175.5,-75.5,660.6331787,3095776416
2266,-174.5,-75.5,825.3652344,3095776416
2267,-173.5,-75.5,1180.955688,3095776416
2268,-172.5,-75.5,1478.688843,3095776416
2269,-171.5,-75.5,1704.102051,3095776416
2270,-170.5,-75.5,1878.221191,3095776416
2271,-169.5,-75.5,1878.221191,3095776416
2272,-168.5,-75.5,1732.318359,3095776416
2273,-167.5,-75.5,2087.442139,3095776416
2274,-166.5,-75.5,2263.050781,3095776416
2275,-165.5,-75.5,2691.720703,3095776416
2276,-164.5,-75.5,2916.715332,3095776416
2277,-163.5,-75.5,3078.257324,3095776416
2278,-162.5,-75.5,3363.894043,3095776416
2279,-161.5,-75.5,3356.077881,3095776416
2280,-160.5,-75.5,3350.2854,3095776416
2281,-159.5,-75.5,3466.79248,3095776416
2282,-158.5,-75.5,3606.900635,3095776416
2283,-157.5,-75.5,3624.532959,3095776416
2284,-156.5,-75.5,3455.030518,3095776416
2285,-155.5,-75.5,3552.804443,3095776416
2286,-154.5,-75.5,3613.047852,3095776416
2287,-153.5,-75.5,3574.123291,3095776416
2288,-152.5,-75.5,3285.106689,3095776416
2289,-151.5,-75.5,3256.551025,3095776416
2290,-150.5,-75.5,2651.159912,3095776416
2291,-149.5,-75.5,2386.881592,3095776416
2292,-148.5,-75.5,1321.18335,3095776416
2293,-147.5,-75.5,755.7919922,3095776416
2294,-146.5,-75.5,230,3095776416
2295,-145.5,-75.5,140,3095776416
2296,-144.5,-75.5,130,3095776416
2297,-143.5,-75.5,110,3095776416
2298,-142.5,-75.5,100,3095776416
2299,-141.5,-75.5,90,3095776416
2384,-56.5,-75.5,200,3095776416
2385,-55.5,-75.5,200,3095776416
2386,-54.5,-75.5,200,3095776416
2387,-53.5,-75.5,315,3095776416
2388,-52.5,-75.5,543.8867188,3095776416
2389,-51.5,-75.5,514.8101196,3095776416
2390,-50.5,-75.5,478.2879639,3095776416
2391,-49.5,-75.5,467.0157776,3095776416
2392,-48.5,-75.5,450.2003784,3095776416
2393,-47.5,-75.5,425.7854666,3095776416
2394,-46.5,-75.5,378.802063,3095776416
2395,-45.5,-75.5,360,3095776416
2396,-44.5,-75.5,294.4628906,3095776416
2397,-43.5,-75.5,273.5291138,3095776416
2398,-42.5,-75.5,275.583374,3095776416
2399,-41.5,-75.5,296.491394,3095776416
2400,-40.5,-75.5,303.6628113,3095776416
2401,-39.5,-75.5,370.3302917,3095776416
2402,-38.5,-75.5,407.3765259,3095776416
2403,-37.5,-75.5,462.0912781,3095776416
2404,-36.5,-75.5,507.1273193,3095776416
2405,-35.5,-75.5,545.5482788,3095776416
2406,-34.5,-75.5,560.7391968,3095776416
2407,-33.5,-75.5,614.8237915,3095776416
2408,-32.5,-75.5,660.0328979,3095776416
2409,-31.5,-75.5,632.7407837,3095776416
2410,-30.5,-75.5,559.2138672,3095776416
2411,-29.5,-75.5,396.9532471,3095776416
2412,-28.5,-75.5,399.771759,3095776416
2413,-27.5,-75.5,326.9902954,3095776416
2414,-26.5,-75.5,376.2375793,3095776416
2415,-25.5,-75.5,405.1003723,3095776416
2605,-195.5,-74.5,90,3304218583
2606,-194.5,-74.5,349.1272278,3304218583
2607,-193.5,-74.5,484.6870728,3304218583
2608,-192.5,-74.5,484.6870728,3304218583
2609,-191.5,-74.5,398.3598633,3304218583
2610,-190.5,-74.5,425.7854666,3304218583
2611,-189.5,-74.5,458.335907,3304218583
2612,-188.5,-74.5,425.7854666,3304218583
2613,-187.5,-74.5,455,3304218583
2614,-186.5,-74.5,455,3304218583
2615,-185.5,-74.5,425.7854666,3304218583
2616,-184.5,-74.5,461.7274475,3304218583
2617,-183.5,-74.5,381.3514709,3304218583
2618,-182.5,-74.5,385.7746277,3304218583
2619,-181.5,-74.5,341.9509583,3304218583
2620,-180.5,-74.5,301.8224792,3304218583
2621,-179.5,-74.5,326.9902954,3304218583
2622,-178.5,-74.5,406.5025635,3304218583
2623,-177.5,-74.5,683.2824097,3304218583
2624,-176.5,-74.5,1252.832153,3304218583
2625,-175.5,-74.5,1910.834351,3304218583
2626,-174.5,-74.5,2191.853848,3304218583
2627,-173.5,-74.5,2417.910156,3304218583
2628,-172.5,-74.5,2525.850342,3304218583
2629,-171.5,-74.5,2733.932861,3304218583
2630,-170.5,-74.5,3029.218506,3304218583
2631,-169.5,-74.5,3041.103271,3304218583
2632,-168.5,-74.5,3138.0896,3304218583
2633,-167.5,-74.5,3171.372803,3304218583
2634,-166.5,-74.5,3245.200439,3304218583
2635,-165.5,-74.5,3540.50415,3304218583
2636,-164.5,-74.5,3508.900391,3304218583
2637,-163.5,-74.5,3583.406982,3304218583
2638,-162.5,-74.5,3640.206299,3304218583
2639,-161.5,-74.5,3702.181885,3304218583
2640,-160.5,-74.5,3651.043701,3304218583
2641,-159.5,-74.5,3606.700928,3304218583
2642,-158.5,-74.5,3725.067383,3304218583
2643,-157.5,-74.5,3762.773193,3304218583
2644,-156.5,-74.5,3795.36377,3304218583
2645,-155.5,-74.5,3801.135254,3304218583
2646,-154.5,-74.5,3869.600586,3304218583
2647,-153.5,-74.5,3864.789063,3304218583
2648,-152.5,-74.5,3849.394287,3304218583
2649,-151.5,-74.5,3844.142578,3304218583
2650,-150.5,-74.5,3924.378418,3304218583
2651,-149.5,-74.5,3839.808594,3304218583
2652,-148.5,-74.5,3817.071777,3304218583
2653,-147.5,-74.5,3725.729004,3304218583
2654,-146.5,-74.5,3622.499756,3304218583
2655,-145.5,-74.5,3475.257568,3304218583
2656,-144.5,-74.5,2791.18457,3304218583
2657,-143.5,-74.5,1870.033447,3304218583
2658,-142.5,-74.5,1200.914429,3304218583
2659,-141.5,-74.5,1192.887939,3304218583
2660,-140.5,-74.5,819.0877075,3304218583
2661,-139.5,-74.5,473.1134338,3304218583
2662,-138.5,-74.5,441.2021179,3304218583
2663,-137.5,-74.5,388.1263733,3304218583
2664,-136.5,-74.5,388.1263733,3304218583
2665,-135.5,-74.5,230,3304218583
2666,-134.5,-74.5,230,3304218583
2742,-58.5,-74.5,200,3304218583
2743,-57.5,-74.5,200,3304218583
2744,-56.5,-74.5,315,3304218583
2745,-55.5,-74.5,477.0433044,3304218583
2746,-54.5,-74.5,477.0433044,3304218583
2747,-53.5,-74.5,453.219696,3304218583
2748,-52.5,-74.5,544.189209,3304218583
2749,-51.5,-74.5,551.1243286,3304218583
2750,-50.5,-74.5,478.2879639,3304218583
2751,-49.5,-74.5,467.0157776,3304218583
2752,-48.5,-74.5,450.2003784,3304218583
2753,-47.5,-74.5,425.7854666,3304218583
2754,-46.5,-74.5,378.802063,3304218583
2755,-45.5,-74.5,480.6370544,3304218583
2756,-44.5,-74.5,474.0977173,3304218583
2757,-43.5,-74.5,426.6693726,3304218583
2758,-42.5,-74.5,370.1549683,3304218583
2759,-41.5,-74.5,371.5376282,3304218583
2760,-40.5,-74.5,352.6259155,3304218583
2761,-39.5,-74.5,447.441925,3304218583
2762,-38.5,-74.5,528.5876465,3304218583
2763,-37.5,-74.5,558.9470215,3304218583
2764,-36.5,-74.5,744.0847778,3304218583
2765,-35.5,-74.5,787.9068604,3304218583
2766,-34.5,-74.5,665.5234985,3304218583
2767,-33.5,-74.5,651.1621094,3304218583
2768,-32.5,-74.5,667.3579712,3304218583
2769,-31.5,-74.5,667.3579712,3304218583
2770,-30.5,-74.5,747.5872803,3304218583
2771,-29.5,-74.5,923.5859985,3304218583
2772,-28.5,-74.5,923.5859985,3304218583
2773,-27.5,-74.5,611.8355103,3304218583
2774,-26.5,-74.5,604.6151123,3304218583
2775,-25.5,-74.5,562.6734619,3304218583
2776,-24.5,-74.5,562.6734619,3304218583
2777,-23.5,-74.5,522.4423828,3304218583
2778,-22.5,-74.5,347.7276306,3304218583
2968,-192.5,-73.5,90,3511654253
2969,-191.5,-73.5,140,3511654253
2970,-190.5,-73.5,425.7854666,3511654253
2971,-189.5,-73.5,442.4664307,3511654253
2972,-188.5,-73.5,466.7561951,3511654253
2973,-187.5,-73.5,455,3511654253
2974,-186.5,-73.5,455,3511654253
2975,-185.5,-73.5,455,3511654253
2976,-184.5,-73.5,455,3511654253
2977,-183.5,-73.5,455,3511654253
2978,-182.5,-73.5,429.3190613,3511654253
2979,-181.5,-73.5,425.7854666,3511654253
2980,-180.5,-73.5,386.9343262,3511654253
2981,-179.5,-73.5,390.9888916,3511654253
2982,-178.5,-73.5,449.4327393,3511654253
2983,-177.5,-73.5,788.6719971,3511654253
2984,-176.5,-73.5,1252.832153,3511654253
2985,-175.5,-73.5,1910.834351,3511654253
2986,-174.5,-73.5,2484.971191,3511654253
2987,-173.5,-73.5,2893.25293,3511654253
2988,-172.5,-73.5,2893.25293,3511654253
2989,-171.5,-73.5,3135.485596,3511654253
2990,-170.5,-73.5,3776.580566,3511654253
2991,-169.5,-73.5,3886.513672,3511654253
2992,-168.5,-73.5,3918.489258,3511654253
2993,-167.5,-73.5,3887.607666,3511654253
2994,-166.5,-73.5,4005.939697,3511654253
2995,-165.5,-73.5,4005.939697,3511654253
2996,-164.5,-73.5,3986.432861,3511654253
2997,-163.5,-73.5,3815.179443,3511654253
2998,-162.5,-73.5,3779.669189,3511654253
2999,-161.5,-73.5,3842.79541,3511654253
3.00E+03,-160.5,-73.5,3998.975342,3511654253
3001,-159.5,-73.5,3925.617432,3511654253
3002,-158.5,-73.5,3908.762207,3511654253
3003,-157.5,-73.5,4123.013672,3511654253
3004,-156.5,-73.5,4147.255859,3511654253
3005,-155.5,-73.5,4011.672852,3511654253
3006,-154.5,-73.5,4096.555664,3511654253
3007,-153.5,-73.5,4097.188965,3511654253
3008,-152.5,-73.5,4038.569336,3511654253
3009,-151.5,-73.5,4190.929199,3511654253
3010,-150.5,-73.5,4177.612793,3511654253
3011,-149.5,-73.5,4149.718262,3511654253
3012,-148.5,-73.5,4124.390625,3511654253
3013,-147.5,-73.5,4043.736084,3511654253
3014,-146.5,-73.5,4027.924316,3511654253
3015,-145.5,-73.5,3946.15332,3511654253
3016,-144.5,-73.5,3925.648438,3511654253
3017,-143.5,-73.5,3921.864502,3511654253
3018,-142.5,-73.5,3917.061279,3511654253
3019,-141.5,-73.5,3847.744873,3511654253
3020,-140.5,-73.5,3706.851318,3511654253
3021,-139.5,-73.5,3706.851318,3511654253
3022,-138.5,-73.5,3534.007324,3511654253
3023,-137.5,-73.5,3161.671875,3511654253
3024,-136.5,-73.5,2898.40332,3511654253
3025,-135.5,-73.5,2931.535156,3511654253
3026,-134.5,-73.5,2976.166992,3511654253
3027,-133.5,-73.5,2976.166992,3511654253
3028,-132.5,-73.5,1953.283325,3511654253
3029,-131.5,-73.5,1293.315674,3511654253
3030,-130.5,-73.5,942.839303,3511654253
3031,-129.5,-73.5,752.1661987,3511654253
3032,-128.5,-73.5,692.7896729,3511654253
3053,-107.5,-73.5,470.1564331,3511654253
3054,-106.5,-73.5,470.1564331,3511654253
3055,-105.5,-73.5,130,3511654253
3056,-104.5,-73.5,60,3511654253
3057,-103.5,-73.5,60,3511654253
3101,-59.5,-73.5,200,3511654253
3102,-58.5,-73.5,360,3511654253
3103,-57.5,-73.5,475.5846252,3511654253
3104,-56.5,-73.5,506.6998596,3511654253
3105,-55.5,-73.5,499.1929932,3511654253
3106,-54.5,-73.5,477.0433044,3511654253
3107,-53.5,-73.5,453.219696,3511654253
3108,-52.5,-73.5,433.0428467,3511654253
3109,-51.5,-73.5,402.433136,3511654253
3110,-50.5,-73.5,358.1643982,3511654253
3111,-49.5,-73.5,348.1211243,3511654253
3112,-48.5,-73.5,273.6420898,3511654253
3113,-47.5,-73.5,253.3614044,3511654253
3114,-46.5,-73.5,376.3636475,3511654253
3115,-45.5,-73.5,433.5905762,3511654253
3116,-44.5,-73.5,672.6347656,3511654253
3117,-43.5,-73.5,836.2526245,3511654253
3118,-42.5,-73.5,977.1495972,3511654253
3119,-41.5,-73.5,1366.578613,3511654253
3120,-40.5,-73.5,1787.790405,3511654253
3121,-39.5,-73.5,2145.516846,3511654253
3122,-38.5,-73.5,2335.106445,3511654253
3123,-37.5,-73.5,2613.508057,3511654253
3124,-36.5,-73.5,2828.274658,3511654253
3125,-35.5,-73.5,2795.322998,3511654253
3126,-34.5,-73.5,2765.187744,3511654253
3127,-33.5,-73.5,2758.410889,3511654253
3128,-32.5,-73.5,2743.025635,3511654253
3129,-31.5,-73.5,2794.446533,3511654253
3130,-30.5,-73.5,3065.785487,3511654253
3131,-29.5,-73.5,3298.822998,3511654253
3132,-28.5,-73.5,2923.783203,3511654253
3133,-27.5,-73.5,2448.352783,3511654253
3134,-26.5,-73.5,2178.180664,3511654253
3135,-25.5,-73.5,2178.180664,3511654253
3136,-24.5,-73.5,2116.347656,3511654253
3137,-23.5,-73.5,1219.582764,3511654253
3138,-22.5,-73.5,1010.983887,3511654253
3139,-21.5,-73.5,594.4279175,3511654253
3140,-20.5,-73.5,328.7443542,3511654253
3141,-19.5,-73.5,120,3511654253
3331,-189.5,-72.5,253.3614044,3718020239
3332,-188.5,-72.5,388.4342957,3718020239
3333,-187.5,-72.5,446.3830872,3718020239
3334,-186.5,-72.5,456.5057373,3718020239
3335,-185.5,-72.5,535.5768433,3718020239
3336,-184.5,-72.5,683.2824097,3718020239
3337,-183.5,-72.5,1019.009155,3718020239
3338,-182.5,-72.5,1882.114014,3718020239
3339,-181.5,-72.5,1819.873291,3718020239
3340,-180.5,-72.5,1819.873291,3718020239
3341,-179.5,-72.5,1286.384888,3718020239
3342,-178.5,-72.5,604.7956543,3718020239
3343,-177.5,-72.5,587.1804199,3718020239
3344,-176.5,-72.5,683.2824097,3718020239
3345,-175.5,-72.5,1178.580688,3718020239
3346,-174.5,-72.5,2484.971191,3718020239
3347,-173.5,-72.5,3354.622803,3718020239
3348,-172.5,-72.5,3688.74707,3718020239
3349,-171.5,-72.5,3783.49707,3718020239
3350,-170.5,-72.5,3787.27417,3718020239
3351,-169.5,-72.5,3929.281494,3718020239
3352,-168.5,-72.5,4004.409912,3718020239
3353,-167.5,-72.5,4095.18335,3718020239
3354,-166.5,-72.5,4219.646973,3718020239
3355,-165.5,-72.5,4212.467285,3718020239
3356,-164.5,-72.5,4197.943359,3718020239
3357,-163.5,-72.5,4198.461426,3718020239
3358,-162.5,-72.5,4207.981445,3718020239
3359,-161.5,-72.5,4215.086914,3718020239
3360,-160.5,-72.5,4221.557129,3718020239
3361,-159.5,-72.5,4212.76416,3718020239
3362,-158.5,-72.5,4221.870117,3718020239
3363,-157.5,-72.5,4237.588379,3718020239
3364,-156.5,-72.5,4201.442383,3718020239
3365,-155.5,-72.5,4182.82373,3718020239
3366,-154.5,-72.5,4163.901855,3718020239
3367,-153.5,-72.5,4189.22998,3718020239
3368,-152.5,-72.5,4038.569336,3718020239
3369,-151.5,-72.5,4144.910156,3718020239
3370,-150.5,-72.5,4152.177246,3718020239
3371,-149.5,-72.5,4121.336426,3718020239
3372,-148.5,-72.5,4212.880859,3718020239
3373,-147.5,-72.5,4210.19873,3718020239
3374,-146.5,-72.5,4201.07666,3718020239
3375,-145.5,-72.5,4175.69873,3718020239
3376,-144.5,-72.5,4145.469727,3718020239
3377,-143.5,-72.5,4075.307861,3718020239
3378,-142.5,-72.5,4089.791504,3718020239
3379,-141.5,-72.5,4100.673828,3718020239
3380,-140.5,-72.5,4125.566406,3718020239
3381,-139.5,-72.5,4069.76001,3718020239
3382,-138.5,-72.5,3928.324951,3718020239
3383,-137.5,-72.5,3865.921387,3718020239
3384,-136.5,-72.5,3774.466064,3718020239
3385,-135.5,-72.5,3632.576172,3718020239
3386,-134.5,-72.5,3655.435547,3718020239
3387,-133.5,-72.5,3341.38623,3718020239
3388,-132.5,-72.5,3267.508789,3718020239
3389,-131.5,-72.5,3201.106201,3718020239
3390,-130.5,-72.5,3038.310059,3718020239
3391,-129.5,-72.5,2758.410889,3718020239
3392,-128.5,-72.5,2590.818848,3718020239
3393,-127.5,-72.5,2387.992432,3718020239
3394,-126.5,-72.5,2090.438232,3718020239
3395,-125.5,-72.5,2142.176025,3718020239
3396,-124.5,-72.5,2343.198486,3718020239
3397,-123.5,-72.5,2241.884521,3718020239
3398,-122.5,-72.5,1971.287109,3718020239
3399,-121.5,-72.5,1764.235962,3718020239
3400,-120.5,-72.5,1454.456543,3718020239
3401,-119.5,-72.5,1055.200684,3718020239
3402,-118.5,-72.5,942.839303,3718020239
3403,-117.5,-72.5,911.7226563,3718020239
3404,-116.5,-72.5,889.461853,3718020239
3405,-115.5,-72.5,863.093811,3718020239
3406,-114.5,-72.5,850.199585,3718020239
3407,-113.5,-72.5,789.0797729,3718020239
3408,-112.5,-72.5,842.6742554,3718020239
3409,-111.5,-72.5,852.9873047,3718020239
3410,-110.5,-72.5,863.3084106,3718020239
3411,-109.5,-72.5,880.4778442,3718020239
3412,-108.5,-72.5,904.8892212,3718020239
3413,-107.5,-72.5,898.1188354,3718020239
3414,-106.5,-72.5,913.2200928,3718020239
3415,-105.5,-72.5,756.5958862,3718020239
3416,-104.5,-72.5,506.7110596,3718020239
3417,-103.5,-72.5,381.9292603,3718020239
3418,-102.5,-72.5,40,3718020239
3431,-89.5,-72.5,281.4396362,3718020239
3432,-88.5,-72.5,338.7401123,3718020239
3433,-87.5,-72.5,338.7401123,3718020239
3434,-86.5,-72.5,294.4628906,3718020239
3435,-85.5,-72.5,309.3835754,3718020239
3436,-84.5,-72.5,294.4628906,3718020239
3437,-83.5,-72.5,312.5652771,3718020239
3438,-82.5,-72.5,331.4744568,3718020239
3439,-81.5,-72.5,380.9380798,3718020239
3440,-80.5,-72.5,370.4975281,3718020239
3441,-79.5,-72.5,302.0595398,3718020239
3461,-59.5,-72.5,200,3718020239
3462,-58.5,-72.5,414.4056702,3718020239
3463,-57.5,-72.5,532.4554443,3718020239
3464,-56.5,-72.5,592.1292114,3718020239
3465,-55.5,-72.5,702.0581665,3718020239
3466,-54.5,-72.5,828.6938477,3718020239
3467,-53.5,-72.5,943.6734009,3718020239
3468,-52.5,-72.5,974.9425049,3718020239
3469,-51.5,-72.5,717.7998657,3718020239
3470,-50.5,-72.5,294.4628906,3718020239
3471,-49.5,-72.5,255.3691101,3718020239
3472,-48.5,-72.5,90,3718020239
3473,-47.5,-72.5,308.0708923,3718020239
3474,-46.5,-72.5,692.4102173,3718020239
3475,-45.5,-72.5,1240.055786,3718020239
3476,-44.5,-72.5,1731.407959,3718020239
3477,-43.5,-72.5,1974.732422,3718020239
3478,-42.5,-72.5,2368.206299,3718020239
3479,-41.5,-72.5,2466.667762,3718020239
3480,-40.5,-72.5,2907.009033,3718020239
3481,-39.5,-72.5,3705.493164,3718020239
3482,-38.5,-72.5,3705.493164,3718020239
3483,-37.5,-72.5,3505.510254,3718020239
3484,-36.5,-72.5,3533.823975,3718020239
3485,-35.5,-72.5,3538.856689,3718020239
3486,-34.5,-72.5,3462.864014,3718020239
3487,-33.5,-72.5,3434.623047,3718020239
3488,-32.5,-72.5,3390.654297,3718020239
3489,-31.5,-72.5,3452.310547,3718020239
3490,-30.5,-72.5,3721.276123,3718020239
3491,-29.5,-72.5,3931.175293,3718020239
3492,-28.5,-72.5,3685.895996,3718020239
3493,-27.5,-72.5,3555.613037,3718020239
3494,-26.5,-72.5,3570.052734,3718020239
3495,-25.5,-72.5,3391.865234,3718020239
3496,-24.5,-72.5,3837.498779,3718020239
3497,-23.5,-72.5,3939.576416,3718020239
3498,-22.5,-72.5,3894.699219,3718020239
3499,-21.5,-72.5,3617.578613,3718020239
3500,-20.5,-72.5,2868.967285,3718020239
3501,-19.5,-72.5,2940.759033,3718020239
3502,-18.5,-72.5,2166.62085,3718020239
3503,-17.5,-72.5,401.5562439,3718020239
3692,-188.5,-71.5,661.5762939,3923253679
3693,-187.5,-71.5,1847.987549,3923253679
3694,-186.5,-71.5,2028.012939,3923253679
3695,-185.5,-71.5,2177.634521,3923253679
3696,-184.5,-71.5,2162.73584,3923253679
3697,-183.5,-71.5,1835.923828,3923253679
3698,-182.5,-71.5,1715.58313,3923253679
3699,-181.5,-71.5,1819.873291,3923253679
3700,-180.5,-71.5,1819.873291,3923253679
3701,-179.5,-71.5,1283.289673,3923253679
3702,-178.5,-71.5,1213.706177,3923253679
3703,-177.5,-71.5,1352.427979,3923253679
3704,-176.5,-71.5,2031.318726,3923253679
3705,-175.5,-71.5,2702.741455,3923253679
3706,-174.5,-71.5,2896.410156,3923253679
3707,-173.5,-71.5,3671.126465,3923253679
3708,-172.5,-71.5,3754.835205,3923253679
3709,-171.5,-71.5,4035.37085,3923253679
3710,-170.5,-71.5,4035.37085,3923253679
3711,-169.5,-71.5,3952.63208,3923253679
3712,-168.5,-71.5,4033.706787,3923253679
3713,-167.5,-71.5,4164.366699,3923253679
3714,-166.5,-71.5,4325.399414,3923253679
3715,-165.5,-71.5,4314.982422,3923253679
3716,-164.5,-71.5,4235.949219,3923253679
3717,-163.5,-71.5,4195.072266,3923253679
3718,-162.5,-71.5,4162.583984,3923253679
3719,-161.5,-71.5,4256.767578,3923253679
3720,-160.5,-71.5,4275.324219,3923253679
3721,-159.5,-71.5,4298.716797,3923253679
